CID,Atom number,Atom type,CEH-v2,EEQ,HirshfeldAPC
Am_AmSiSnSeTeBr,1,95,2.3110169123709037,0.6323380624132726,0.88824
Am_AmSnTe,1,95,0.3382892838975581,0.3547573577424507,0.517833
Am_AmSrN,1,95,0.5259181538380684,0.2692460051656749,0.405702
Am_AmTe,1,95,0.7750285417059943,0.3468434967450302,0.29648
Bk_Bk1Br1C10H9N2O1,1,97,1.0074698323578644,0.5979365572357567,0.643878
Bk_Bk1Br1C12H11N5S2,1,97,0.5794484874242658,0.6219306884134954,0.290324
Bk_Bk1Br1C13H30I1N6O3P1,1,97,0.1961155649107302,0.624623323288789,0.214001
Bk_Bk1Br1C15H13N3,1,97,1.2958249014025598,0.5375441994595356,0.679406
Bk_Bk1Br1C3H6N1O4,1,97,0.7542731762119252,0.593825378835071,0.616869
Bk_Bk1Br1C4H17N4O1,1,97,0.5201607624870697,0.6384956568693076,0.42076
Bk_Bk1Br1C4H9O5P1S1,1,97,0.8258005578528698,0.5755854819736801,0.489838
Bk_Bk1Br1C5H5I1N6O6,1,97,0.6865982498479957,0.658621594613447,0.185534
Bk_Bk1Br1C5H7N1O5,1,97,0.8416890481165524,0.6202650589357384,0.577289
Bk_Bk1Br1C5H7N3O4,1,97,0.7233849968085546,0.6079305561751098,0.499901
Bk_Bk1Br1C7H11N2O7S1,1,97,0.8911161795480982,0.6541317612668442,0.270599
Bk_Bk1Br1C9H11N5O2,1,97,0.6963193828634262,0.6274535415527255,0.459205
Bk_Bk1C10F1H10N2O1,1,97,1.5554133475164855,0.6855655491282411,0.937807
Bk_Bk1C10F1H9N5O1,1,97,0.7374708606488771,0.6945971960056464,0.495966
Bk_Bk1C10H10N4O1S1,1,97,0.9409936962353452,0.6597784219700145,0.658469
Bk_Bk1C10H13N3O2S1,1,97,0.8289941196305965,0.661262736096462,0.700466
Bk_Bk1C10H16N1O7,1,97,1.1665200667402185,0.6502069706578082,0.700887
Bk_Bk1C10H21N2O4,1,97,1.010878382762786,0.6724134204410395,0.661815
Bk_Bk1C10H25N4O5P2,1,97,1.1136125126653065,0.5526159696656503,0.446094
Bk_Bk1C10H5N2O6S2,1,97,0.934726545409596,0.6122144944581889,0.303023
Bk_Bk1C11Cl1H13N1O6,1,97,0.792508906430964,0.6052039003730499,0.488874
Bk_Bk1C11F4H13N1O6P1,1,97,0.8318336961296744,0.6701321482206283,0.437916
Bk_Bk1C11H25N2O4P1,1,97,0.755601959721431,0.6380853505122575,0.46798
Bk_Bk1C11H28N1O3P2,1,97,0.9398797440713622,0.5771982515249172,0.57428
Bk_Bk1C12H16N4,1,97,1.8070076630423009,0.651974369996783,1.008656
Bk_Bk1C12H26N2O6P2,1,97,1.244943946400985,0.5840594896607092,0.610556
Bk_Bk1C12H27O5P1,1,97,0.8239975963011517,0.6533440138372785,0.519926
Bk_Bk1C13F1H17N2P1,1,97,1.4053003207595962,0.539930167492702,0.77225
Bk_Bk1C13F3H12O5P1,1,97,0.9447470427434908,0.6585774522310233,0.595064
Bk_Bk1C13H13N1O4S1,1,97,0.97704200487284,0.6956265757104867,0.725845
Bk_Bk1C13H15O5,1,97,0.7879292404419656,0.657537690357681,0.626615
Bk_Bk1C13H26N3O4,1,97,0.7709546256227038,0.6791587233557941,0.515866
Bk_Bk1C14H10N1O10S1,1,97,0.9932102769258212,0.650920501879078,0.276062
Bk_Bk1C14H16N6O5,1,97,0.7076600937310216,0.6984366672192157,0.328777
Bk_Bk1C14H28N5O2P1,1,97,1.124334261295466,0.6470648712471907,0.529517
Bk_Bk1C15H17N3O6S1,1,97,1.0962977908879254,0.6739880180077296,0.319177
Bk_Bk1C15H25N1O4,1,97,1.3851649076084065,0.6016792850250505,0.798816
Bk_Bk1C15H32N3O6P2,1,97,0.4572538170064213,0.6596579722555519,0.244304
Bk_Bk1C16F3H16N4O6P1,1,97,0.711782118229894,0.717025501141989,0.50205
Bk_Bk1C16H19I1N2O3,1,97,0.7548837032596849,0.6074845223986302,0.400927
Bk_Bk1C18H13N6O5S2,1,97,1.0751424879537794,0.6988805483857847,0.327538
Bk_Bk1C19H26N6O5P1S1,1,97,0.936861087094638,0.6531452961172026,0.375292
Bk_Bk1C19H27N2O6P1,1,97,0.7320679527746332,0.6664647181669567,0.432269
Bk_Bk1C1F1H5N4O5,1,97,0.6388513997451488,0.6836758968246004,0.446852
Bk_Bk1C1F1H5O5S1,1,97,0.9069896664788736,0.6138438850013896,0.465342
Bk_Bk1C1F1H6N1O5,1,97,0.9704002139303116,0.722624956171222,0.802213
Bk_Bk1C20H27N2O6P1S1,1,97,0.8741127718551278,0.6637314232245495,0.433147
Bk_Bk1C21F3H27N4O7P1,1,97,0.7209933318113324,0.7034330234703199,0.309696
Bk_Bk1C2F1H10N4O2,1,97,0.5536270643498178,0.686304888056793,0.543104
Bk_Bk1C2F1H2N1O2S1,1,97,0.9068400706371996,0.7163252870464545,0.87274
Bk_Bk1C3F6H9N1O2P3,1,97,0.9968773678644942,0.5883873704601168,0.602896
Bk_Bk1C3H4I1N2O2S1,1,97,0.6698708484534577,0.5818069421733079,0.67947
Bk_Bk1C4Cl1H9I2N1O1P1,1,97,0.4771416761238103,0.5415322452122799,0.328767
Bk_Bk1C4F1H9I1O4P1,1,97,0.6395719585300015,0.5487712203163786,0.586753
Bk_Bk1C4H12I1N1O2,1,97,0.755243127171382,0.5749191422647006,0.651313
Bk_Bk1C4H12I1N3O2,1,97,0.6328401094504026,0.5719735198284313,0.556737
Bk_Bk1C4H13N2O5P1S1,1,97,0.7981621591277972,0.6282692466686615,0.322228
Bk_Bk1C4H13N3O3S1,1,97,1.009987932753031,0.6304401930617619,0.624495
Bk_Bk1C4H7N5O2,1,97,0.8993470160775938,0.7248938035257325,0.72027
Bk_Bk1C5H11N2O3,1,97,1.5262290606470814,0.6979215172838384,0.931161
Bk_Bk1C5H13N4O2P1S1,1,97,0.7807222721026028,0.683852309328533,0.707026
Bk_Bk1C5H5N4O3,1,97,0.5955300311876066,0.5561427417761915,0.312768
Bk_Bk1C5H7N1O5,1,97,1.3941989891696118,0.6999325390761415,0.966601
Bk_Bk1C6H11I1N3O1S1,1,97,0.5921828854744677,0.6056575961970114,0.478458
Bk_Bk1C6H19N5O1S1,1,97,0.548593488207118,0.6651210178183875,0.468297
Bk_Bk1C6H7N5O5S2,1,97,0.6061308399287493,0.6259350096092604,0.297011
Bk_Bk1C7Cl1H13N2O2S1,1,97,0.8155343768555265,0.6235870076426406,0.580061
Bk_Bk1C7F1H17O4P1S1,1,97,0.8962191400837285,0.5634429986090045,0.479923
Bk_Bk1C7F1H5N1O8S1,1,97,0.9577298475887964,0.6860402915217558,0.268048
Bk_Bk1C7H11N4O5S1,1,97,0.9032494418451712,0.681392923893714,0.462837
Bk_Bk1C7H14N1O3,1,97,0.739844255642158,0.5858653214681928,0.592303
Bk_Bk1C7H22N7O9S1,1,97,0.6675472490100987,0.6684192521226762,0.197376
Bk_Bk1C7H9N4O2,1,97,0.6781894205911461,0.6006419355515564,0.52815
Bk_Bk1C8Cl1H6N1O6,1,97,0.9145729887866952,0.6317944935183761,0.652856
Bk_Bk1C8F3H16I1N2O5P2,1,97,0.5591021363550324,0.6451153772047962,0.311457
Bk_Bk1C8H16N3O5P1,1,97,0.8573656506654446,0.6737560084207941,0.621572
Bk_Bk1C8H21N1O4P2S1,1,97,1.1691045781846618,0.6088845943446568,0.492657
Bk_Bk1C8H23N1O6P1,1,97,0.6006598583046916,0.6021727293389256,0.41075
Bk_Bk1C8H23O5,1,97,0.6065437193324024,0.5990138606111259,0.51623
Bk_Bk1C8H25N3O1P1,1,97,0.928547867663283,0.5454807989469441,0.550234
Bk_Bk1C9Cl1H17N6S1,1,97,0.6036581069754281,0.6015080306770555,0.431649
Bk_Bk1C9H11N1O7S1,1,97,0.9762415854301938,0.6732454818548672,0.391547
Bk_Bk1C9H11N7O6S1,1,97,0.9046356401380276,0.6937474659782512,0.238389
Bk_Bk1C9H12N5O6,1,97,0.622608265218445,0.7235570813149369,0.305218
Bk_Bk1C9H22N4O2P1,1,97,0.4746844752265693,0.6999708621057463,0.301481
Bk_Bk1C9H22N6O5S1,1,97,0.4803501973728195,0.7116426511090456,0.299707
Bk_Bk1C9H29N7O5,1,97,0.3438925343293846,0.7065423426086048,0.238821
Bk_BkAsN,1,97,0.7239130682029129,0.5341308058568267,0.561326
Bk_BkAsO,1,97,-0.2749689787068459,-0.0876230263033246,-0.531389
Bk_BkBePTe,1,97,0.722438305284583,0.3373381885247918,-0.062961
Bk_BkBeSbHSeCl,1,97,-0.1974929808453995,0.0689052432520964,0.007739
Bk_BkBr1,1,97,0.304621132691202,0.2759534910344497,0.291814
Bk_BkBr2,1,97,0.5062266933970225,0.3745263022081427,0.471447
Bk_BkBr3,1,97,0.7289964688792028,0.4220689038711996,0.655302
Bk_BkBr4,1,97,0.6083627368364939,0.455599288995533,0.535804
Bk_BkBr5,1,97,0.7080243114560283,0.4369138589410551,0.4275
Bk_BkBr6,1,97,0.8954378165483063,0.4222597735741809,0.320265
Bk_BkBrAs,1,97,0.3630018220563531,0.3198667417772071,0.529962
Bk_BkBrI,1,97,2.1206662072418387,0.595318561212568,1.433421
Bk_BkCNaBeS,1,97,-0.4696597845240324,-0.2941548639617632,-0.633452
Bk_BkCl,1,97,0.3520435318465935,0.2039012066154352,0.326409
Bk_BkCl1,1,97,0.3216946101332634,0.2051929944358765,0.287777
Bk_BkCl2,1,97,0.6316001473430475,0.3251902883180313,0.529817
Bk_BkCl3,1,97,0.8633604019865551,0.3984616018683665,0.732921
Bk_BkCl4,1,97,0.8336201178956832,0.45671978899536,0.662411
Bk_BkCl5,1,97,0.9867258430551114,0.4476300762111626,0.5504
Bk_BkCl6,1,97,1.229897262891112,0.4405703585916906,0.436995
Bk_BkF1,1,97,0.3249928207984692,0.3157629533887543,0.326873
Bk_BkF2,1,97,0.6374651238787279,0.5136356397478317,0.651848
Bk_BkF4,1,97,1.0352960233890356,0.7443578955008073,1.124493
Bk_BkF5,1,97,1.0854127422272843,0.7990145185558555,0.99215
Bk_BkF6,1,97,1.4406487412976712,0.8407687439896014,0.865726
Bk_BkFMg,1,97,0.7507422204376424,0.381731185876236,0.8256
Bk_BkH0Li3,1,97,0.0362926662846231,-0.6910015676350197,-0.711937
Bk_BkH1,1,97,0.3676789267310586,0.0220751654099785,0.241656
Bk_BkH1Li2,1,97,0.1988314127225625,-0.4480781163846689,-0.525743
Bk_BkH1Li3,1,97,-0.3822887453182503,-0.5103972203859157,-0.023499
Bk_BkH2,1,97,0.6583317153072287,0.0408668986462649,0.477157
Bk_BkH2Li1,1,97,0.5414353362907417,-0.245673483994404,0.317216
Bk_BkH2Li2,1,97,0.3447558498913409,-0.3787580256832952,0.226964
Bk_BkH2Li3,1,97,0.2341788374614961,-0.4867589450567198,0.008063
Bk_BkH3,1,97,0.8304005043073318,0.0561504171423537,0.697672
Bk_BkH3Li1,1,97,0.6280890629709744,-0.1414487864144705,0.388759
Bk_BkH3Li2,1,97,0.348101577034666,-0.2889048247395561,0.161003
Bk_BkH4,1,97,0.9128463722045446,0.0711277833625465,0.775826
Bk_BkH4Li1,1,97,0.8019084930523548,-0.073286173496377,0.572711
Bk_BkH5,1,97,0.8009378274255963,0.0655373052700083,0.599514
Bk_BkHSiAsF,1,97,0.4892691677425229,0.1030343764745391,0.24297
Bk_BkI1,1,97,0.3127567038844274,0.2926457104301632,0.306124
Bk_BkI2,1,97,0.5921547870123729,0.3759713160695661,0.506147
Bk_BkI3,1,97,0.6459032190770648,0.4066658236094113,0.616348
Bk_BkI4,1,97,0.4154938496187965,0.4290227290794149,0.468108
Bk_BkI5,1,97,0.9640917438097574,0.3658363275141137,0.31239
Bk_BkI6,1,97,1.0551332165855591,0.3484038838166551,0.210826
Bk_BkKGe,1,97,-0.0765792932162381,-0.2497404130856791,-0.156599
Bk_BkKSe,1,97,0.1720943802805391,-0.0775440088279557,0.05688
Bk_BkLiTeNa,1,97,1.157419385813362,0.406805789646806,1.058379
Bk_BkMgAsI,1,97,0.4891217739652719,0.527794954079581,0.957491
Bk_BkNPSbBrLiF,1,97,0.8018102450985973,0.5524028585240883,0.628685
Bk_BkNaSbTe,1,97,-0.0853817130198946,-0.0390221893816526,0.057449
Bk_BkO1,1,97,0.6903192437360466,0.4401998312130614,0.493245
Bk_BkO2,1,97,1.2809665644992003,0.7071258422246971,0.917144
Bk_BkO2Be1,1,97,0.7060231475326386,0.4946294834900806,0.774614
Bk_BkO2Be2,1,97,0.6775339790443851,0.4508379924379758,0.658367
Bk_BkO3,1,97,1.2679983706706848,0.8884350551710805,0.941563
Bk_BkO3Be1,1,97,1.0205130366713382,0.8048345252593448,0.867244
Bk_BkO4,1,97,1.7662061209084436,0.8950261712598269,0.859187
Bk_BkOO,1,97,-0.5619566722094966,0.0783717300614554,-0.491761
Bk_BkP,1,97,-1.2295514071430067,-1.553120563415069,-2.199168
Bk_BkPHBe,1,97,0.8935460427951238,0.044615400378745,0.215012
Bk_BkS1,1,97,0.6119188711170964,0.2791408622045731,0.448631
Bk_BkS2,1,97,1.0681151269046685,0.3828398099177981,0.627042
Bk_BkS3,1,97,0.667610066206153,0.379201170997099,0.533156
Bk_BkS4,1,97,0.5574295020647573,0.3971465995194373,0.439576
Bk_BkSFClBrI,1,97,1.0741741819210546,0.4610202474344753,0.312005
Bk_BkSSbI,1,97,-0.1782898821551941,0.2142686458122176,0.087673
Bk_BkSb,1,97,-0.9423532618324388,-1.280041848063553,-2.049146
Bk_BkSe,1,97,1.4527039868362843,0.6524209031068767,1.188105
Bk_BkSeSb,1,97,0.322780420904543,0.1517371438491659,0.429147
Bk_BkSnCaSe,1,97,-0.0975382963992559,-0.174469401781265,-0.274754
Bk_BkSr,1,97,0.5931503394137897,-0.0010843808759757,0.38702
Bk_BkSrIAs,1,97,-0.036448240019266,0.1187112489537555,0.28305
Bk_BkSrP,1,97,-1.319610150755537,-1.4610323997803711,-1.646351
Bk_BkTe,1,97,0.7940453057101495,0.1685628402516863,0.231201
Cf_Br1C2Cf1H7I1N2O5S1,1,98,0.6913582705013943,0.9257750691836087,0.406524
Cf_Br1C3Cf1F1H3N2,1,98,0.8047308992915214,0.8386746014379954,0.780814
Cf_Br1C3Cf1H18N4O3P1,1,98,0.5858688278676005,0.8837148358702611,0.534018
Cf_Br1C4Cf1Cl1H12O2P1,1,98,0.5643579390168285,0.8153153089553031,0.622213
Cf_Br1C4Cf1H10N3O5S1,1,98,0.673037947530827,0.9448551556722324,0.443799
Cf_Br1C5Cf1H12N3O2,1,98,0.6389166695075548,0.8266750361658649,0.596988
Cf_Br1C6Cf1H19I1N2O3P1,1,98,0.1876183944567573,0.8855133812060201,0.397113
Cf_Br1C6Cf1H9N3O3P1S1,1,98,0.7235276320864201,0.9129394373817749,0.610573
Cf_Br1C7Cf1H17N3O4P1,1,98,0.6423606175428342,0.8733600361078946,0.660576
Cf_Br1C7Cf1H9I1N1O2,1,98,0.6203884608336787,0.8171352428549508,0.733686
Cf_C10Cf1Cl1H8N3O3,1,98,1.0358269660290054,0.8922626924692194,0.739029
Cf_C10Cf1F3H11N2O8P1S1,1,98,0.8744867282790227,0.9082421538970188,0.483828
Cf_C10Cf1H16N2O5,1,98,1.0375550411991648,0.957894299775422,0.746597
Cf_C11Cf1H11N4,1,98,1.5165016798042308,0.8643245501687526,0.979033
Cf_C11Cf1H14N2O7P1S1,1,98,0.9734096465001064,0.9219967284498408,0.468449
Cf_C11Cf1H17N1O4,1,98,1.5061545269514556,0.9667354969799103,1.059629
Cf_C12Cf1F3H16N1O9P1S1,1,98,0.6984468653945934,0.9956106571757032,0.443574
Cf_C12Cf1F3H28N7O6P1S1,1,98,0.5003668909515981,0.96063760553567,0.431705
Cf_C12Cf1H13N1O7,1,98,1.1547803136139505,0.9867000215109698,0.813738
Cf_C12Cf1H14N3O4,1,98,0.9273318011384296,0.9617436217200168,0.789943
Cf_C12Cf1H17N1O8,1,98,0.8685591243746744,0.9363837818638148,0.642292
Cf_C12Cf1H22N5O2,1,98,0.772916844458821,0.9562969916314384,0.726217
Cf_C13Cf1H17N2O4P1S1,1,98,1.200717286254334,0.9305882171608072,0.669812
Cf_C13Cf1H20I1N2O6S1,1,98,0.6657945866125341,0.9261669287455124,0.479448
Cf_C13Cf1H25O7P2,1,98,0.8891950023317774,0.9818078955512182,0.762843
Cf_C13Cf1H27N5O6P1,1,98,0.6777459239014401,0.905166889268172,0.472943
Cf_C14Cf1H13N3O4,1,98,0.9584528202665816,0.8697820195462076,0.723692
Cf_C15Cf1H13N3O2,1,98,1.129755895521673,0.89591060766124,0.807204
Cf_C15Cf1H23N6S1,1,98,0.7830265550935784,0.8886262687390971,0.532967
Cf_C16Cf1H27N1O8P1,1,98,0.6090675231663238,0.9517620097664944,0.535025
Cf_C17Cf1Cl1H14N1O5,1,98,0.8042552271455716,0.9134547781539776,0.632923
Cf_C17Cf1H20N2O5,1,98,0.8684265394094173,0.987709486064794,0.687808
Cf_C17Cf1H26N2O4,1,98,0.9621774394524312,0.8862563784626969,0.615089
Cf_C17Cf1H27N6O6,1,98,0.5221838639695091,0.9662810378366729,0.404118
Cf_C1Cf1Cl1F3I1O1P1,1,98,0.5138339939962544,0.7918286622122135,0.720917
Cf_C1Cf1Cl2F3H6N1O1P1,1,98,0.5340783460937444,0.8280234266934552,0.60263
Cf_C1Cf1H3I1N2O3S2,1,98,0.732576377190306,0.8354474190481929,0.567113
Cf_C1Cf1H9N5O2,1,98,0.8593484141519669,0.9899748883979494,0.798676
Cf_C20Cf1Cl1H17N4O3,1,98,0.5687294094656847,0.9036362334689862,0.423845
Cf_C22Cf1F1H31N4O6P1,1,98,0.5210598512715163,0.964758770171076,0.380237
Cf_C2Cf1F1H6I1N3O3,1,98,0.6125586912052781,0.9408404392904728,0.613718
Cf_C2Cf1F6H6N7O14P2,1,98,0.9752183941748942,1.0105672188745327,0.392144
Cf_C2Cf1H6N4O2S1,1,98,0.7337990440399709,0.9914670549305477,0.927166
Cf_C2Cf1H8N3O5,1,98,0.6998916486327951,1.0031119770871326,0.684274
Cf_C3Cf1Cl1F3N2O1P1S1,1,98,0.5416053704843327,0.8012755062142702,0.559785
Cf_C3Cf1F3H6N3O7P1S1,1,98,0.6015679282689506,0.9903982833435808,0.433012
Cf_C3Cf1F3H7N2O6P1,1,98,0.8394220382550484,0.949200905524296,0.626889
Cf_C3Cf1H11I1N6O4,1,98,0.5539958559290266,0.9299445958044958,0.504505
Cf_C3Cf1H11N2O3,1,98,0.57580455289163,0.8872015581540582,0.733642
Cf_C4Cf1Cl1H12N3O2S1,1,98,0.5093115024550083,0.8663657943921527,0.558244
Cf_C4Cf1Cl1H13N3,1,98,1.2110696318529368,0.8839530096841943,1.002785
Cf_C4Cf1F3H18N5O2P2S1,1,98,0.3510334091427742,0.950900665595988,0.500566
Cf_C4Cf1H11N3O1,1,98,0.9150352003609544,0.9238608045637916,0.93257
Cf_C4Cf1H13N4O5S1,1,98,0.7012295916512401,0.9516359324208428,0.585744
Cf_C4Cf1H14N2O4S1,1,98,1.0517190829436285,0.9066333538758736,0.795376
Cf_C4Cf1H16N2O2,1,98,1.5887548080360234,0.9290117183924078,1.127619
Cf_C4Cf1H4I1N5O3S1,1,98,0.8773333662002161,0.9059401644337072,0.526469
Cf_C4Cf1H9N5O6P1S2,1,98,0.8059625476868524,0.9441991603291306,0.429461
Cf_C5Cf1Cl1H13N4,1,98,0.895175764525368,0.8709204970954867,0.814015
Cf_C5Cf1F1H13N1O3P1,1,98,1.189219297334918,0.9302178654422456,0.895574
Cf_C5Cf1F1H4N3O6S3,1,98,0.5604356922538816,0.8758113444045565,0.418493
Cf_C5Cf1F4H17N2O1P2,1,98,0.982988648177128,0.946244180977645,0.789236
Cf_C5Cf1H13N1O5,1,98,0.7833797202516724,0.9398739643801692,0.827592
Cf_C5Cf1H13N4O4P1S1,1,98,0.6742273647986998,0.9589447445457896,0.741446
Cf_C6Cf1H15N4O6P1S1,1,98,0.8266136986695161,0.9912406181429342,0.649667
Cf_C6Cf1H7N2O5,1,98,1.0278290998943371,0.9089082622239132,0.808685
Cf_C7Cf1F2H7N3O3,1,98,0.5866991456179342,0.951812426967226,0.637011
Cf_C7Cf1F4H8O3P1,1,98,1.164597307045859,0.992880887381747,0.957223
Cf_C7Cf1H10I1N6O2S2,1,98,0.5131231499325468,0.9281841871788394,0.460771
Cf_C7Cf1H10N4O4S1,1,98,0.9080987564679326,0.9395976253538676,0.554856
Cf_C7Cf1H13N4O5P1,1,98,0.6439402986646423,0.892295507973607,0.517359
Cf_C7Cf1H13N5O2,1,98,0.826172270124379,0.9983930097362044,0.766094
Cf_C7Cf1H15I1N4O1,1,98,0.5203130470599757,0.8699517292099302,0.639759
Cf_C7Cf1H6N3O1,1,98,0.9376550124527973,0.880334971428149,0.766639
Cf_C7Cf1H8N2O5,1,98,1.2224611884947962,0.9623817140389456,0.998357
Cf_C8Cf1F3H16N5O2P1,1,98,0.8144990757857327,0.9338930989053796,0.627999
Cf_C8Cf1H10N4O1,1,98,1.0121656637676648,0.8890351930020417,0.85048
Cf_C8Cf1H11N2O4S1,1,98,0.8726281652321586,0.962842192016734,0.718672
Cf_C8Cf1H21N5O6P2S1,1,98,0.671850718423195,0.908191239624414,0.398676
Cf_C8Cf1H22N5O6P1S2,1,98,0.3262514941683159,0.9449392346380332,0.432433
Cf_C8Cf1H24N2O8P2,1,98,0.8652743573580608,0.9857919416280966,0.632414
Cf_C8Cf1H24N3O5S1,1,98,0.6643565279357009,0.9297996539960962,0.527324
Cf_C8Cf1H25N5P1,1,98,0.7317866055290525,0.8668082823218588,0.658581
Cf_C8Cf1H27N2O8P2,1,98,0.6770336020744812,0.9628878417607978,0.486625
Cf_C8Cf1H9N3O6S1,1,98,0.7436080556042062,0.9996205571648832,0.615612
Cf_C9Cf1Cl1H17N3O1P1,1,98,0.7679650535646831,0.7466580297213495,0.616251
Cf_C9Cf1H13N3O6S1,1,98,0.8354609331020659,0.9925245777825242,0.741516
Cf_C9Cf1H13N4O6P1S2,1,98,1.1176362673220246,0.9619923220746688,0.51196
Cf_C9Cf1H17N3O4P1S1,1,98,1.1034602076287916,0.8957003366577347,0.602791
Cf_C9Cf1H17N4O2,1,98,1.2412516365375756,0.9094154691412268,0.791541
Cf_C9Cf1H20N1O3,1,98,1.275694923626765,0.8027801887956398,0.852072
Cf_C9Cf1H20N1O5P1S2,1,98,0.5594003268028149,0.8498664055677645,0.454901
Cf_C9Cf1H21O3P1,1,98,1.4087551006936998,0.7698655985511427,0.966157
Cf_CfAlIPTe,1,98,0.6900307850793436,0.4561739654636372,-0.001848
Cf_CfAsN,1,98,0.5937076656546705,0.8018782335810347,0.667503
Cf_CfBInI,1,98,0.5106668582963321,0.473881583438412,0.066881
Cf_CfBPLiS,1,98,0.3628834188540104,0.5372183840483316,0.561687
Cf_CfBSnO,1,98,0.8201678064178382,0.9163746088304848,1.058653
Cf_CfBeCPAs,1,98,-0.3099277240475213,-0.0828476810416258,-1.018195
Cf_CfBeF,1,98,0.3999030053021796,0.3655729802526162,0.368034
Cf_CfBeMgCaNSbSe,1,98,0.7837270395610667,0.4395162209943937,0.036409
Cf_CfBr1,1,98,0.3414374377616915,0.5004715794443059,0.349693
Cf_CfBr2,1,98,0.6672989783559522,0.646558029363959,0.672405
Cf_CfBr3,1,98,0.7613854553774508,0.724184529918234,0.791363
Cf_CfBr4,1,98,0.5981341129846396,0.7685504094706206,0.686829
Cf_CfBr5,1,98,0.6560088824594044,0.754204557688556,0.570378
Cf_CfBr6,1,98,0.7318239370956594,0.7410437720250649,0.48074
Cf_CfBrBe,1,98,0.978643923069476,0.5998564428687663,0.850281
Cf_CfC,1,98,-0.1598306553967157,0.4396100357073247,0.279786
Cf_CfCaNS,1,98,-1.2205018449497116,-0.1790376208367305,-1.51048
Cf_CfCaPAs,1,98,0.0807840023991781,0.3369056107962137,0.452683
Cf_CfCl1,1,98,0.3849992397731333,0.3553986391138908,0.377976
Cf_CfCl2,1,98,0.7184376908927481,0.5361569212842114,0.703088
Cf_CfCl3,1,98,0.8629873843332936,0.6507265075736665,0.858525
Cf_CfCl4,1,98,0.7935725732454757,0.730402197651069,0.817126
Cf_CfCl5,1,98,0.918368060369314,0.7327962940696843,0.704682
Cf_CfCl6,1,98,0.7120234415044338,0.7646753992767861,0.593189
Cf_CfF,1,98,2.219530282666992,1.6710197685275034,2.148634
Cf_CfF1,1,98,0.3148962873547611,0.4769158590315099,0.374085
Cf_CfF2,1,98,0.6449821034573426,0.7306096925962702,0.774532
Cf_CfF3,1,98,0.9003494801801819,0.8930798092298216,1.115979
Cf_CfF4,1,98,0.974485875198328,1.017410825306642,1.282481
Cf_CfF5,1,98,1.127290061172201,1.0880407447050926,1.290366
Cf_CfF6,1,98,1.446481107108617,1.1281332288011594,1.1438
Cf_CfGeClP,1,98,0.2564302405391199,-0.0328597721412187,-0.929929
Cf_CfGePP,1,98,0.3510982050506439,0.0350398398852762,-0.837658
Cf_CfH0Li3,1,98,-0.6526807209290928,-0.3670154993301772,-0.430706
Cf_CfH1,1,98,0.4063855307309461,0.1526083056681518,0.285546
Cf_CfH1Li2,1,98,0.0795322913817195,-0.1947453203669005,-0.266495
Cf_CfH1Li3,1,98,-0.2151577252995518,-0.2058554680668566,0.096304
Cf_CfH2,1,98,0.648420172851144,0.2537574570079687,0.574144
Cf_CfH2Li1,1,98,0.5657347946701513,0.0434675894052234,-0.060882
Cf_CfH2Li2,1,98,0.3232434381315503,-0.0476568017279313,0.343375
Cf_CfH2Li3,1,98,0.1666877456246965,-0.0908241506181034,0.064131
Cf_CfH3,1,98,0.8864044249422518,0.3326195875479142,0.840622
Cf_CfH3Li1,1,98,0.6299602238906072,0.1713260921879638,0.538074
Cf_CfH3Li2,1,98,0.4302796428283577,0.0499487010546682,0.268499
Cf_CfH4,1,98,0.9084584412373704,0.3886198120179188,0.809302
Cf_CfH4Li1,1,98,0.2479859776012891,0.1808661955217891,0.367284
Cf_CfH5,1,98,0.8700216656713082,0.4230149363211574,0.737022
Cf_CfH6,1,98,0.5126472428356259,0.4500821985443947,0.643529
Cf_CfHLiMgC,1,98,0.1344368747760924,0.2242284765457107,0.341117
Cf_CfHNSeAs,1,98,1.0201829896988794,0.5324490553692369,-0.424898
Cf_CfHNaSrSbS,1,98,0.2460438218929621,0.242138381558935,0.231008
Cf_CfI1,1,98,0.3543740451242919,0.5318267800899984,0.373026
Cf_CfI2,1,98,0.6434052820551793,0.6508206583859064,0.661051
Cf_CfI3,1,98,0.6573017487477437,0.7082321218333938,0.749167
Cf_CfI4,1,98,0.8201142343375567,0.694176882325217,0.577222
Cf_CfI5,1,98,0.7788577929344496,0.6787097928966888,0.460607
Cf_CfI6,1,98,0.7980412942447284,0.6725489099352817,0.374382
Cf_CfK,1,98,-0.014161225401688,-0.4128870283035615,-0.053088
Cf_CfKSrGeNSe,1,98,0.4299445037761973,0.4019988554811153,0.348207
Cf_CfLi,1,98,-0.0392268816920122,-0.2898181196846424,-0.109219
Cf_CfLiBCOI,1,98,0.9055597785575054,0.7353106930808183,0.671931
Cf_CfLiPN,1,98,0.8543456189395202,0.6522809266836429,0.410592
Cf_CfMg,1,98,-1.8416652964340965,-1.2891854445362796,-1.656879
Cf_CfNSbN,1,98,0.505836584336878,0.6033915072510978,-0.71802
Cf_CfNaAsSbP,1,98,0.1899768404341058,0.3260111111078003,0.356433
Cf_CfNaCMg,1,98,-0.7948060625882081,-0.3288711768890433,-0.687785
Cf_CfO1,1,98,0.6202073877450431,0.6247123523183571,0.559108
Cf_CfO1Be2,1,98,0.4253171317017796,0.3548762235477419,0.330453
